identifier / real volume (k.m3.year-1)
Unit #ZY000149H;1828.134000
Unit #ZX001411O;4304.122080
Unit #ZX001045V;4968.176650
Unit #ZX000822V;6017.688480
Unit #ZX000643Q;4356.851400
Unit #ZX000612S;3363.861080
Unit #ZW001305C;6036.695490
Unit #ZW000760D;7587.193500
Unit #ZV000732F;5042.940960
Unit #ZV000479X;1853.731000
Unit #ZU001205Z;5305.478760
Unit #ZU000743R;2639.096200
Unit #ZU000699N;2081.163000
Unit #ZU000631L;5126.943080
Unit #ZU000496Y;10118.476680
Unit #ZU000451S;959.096820
Unit #ZT000244J;5196.966460
Unit #ZT000163N;1647.384300
Unit #ZR001568N;3508.245750
Unit #ZR000989J;8105.195840
Unit #ZR000897V;3000.599070
Unit #ZR000559A;7848.443640
Unit #ZR000106J;971.003610
Unit #ZQ001620X;5221.852320
Unit #ZQ001440I;2635.531440
Unit #ZQ001323Y;1627.563000
Unit #ZQ001322A;2093.067450
Unit #ZP000295F;3161.292960
Unit #ZO001404T;6271.132590
Unit #ZO001315X;5390.314270
Unit #ZO000705Q;6809.622000
Unit #ZO000448F;3279.684180
Unit #ZO000194O;4123.965060
Unit #ZM001526O;9611.362560
Unit #ZM001207E;7147.981500
Unit #ZM001202O;7802.349570
Unit #ZM000467G;1424.252720
Unit #ZM000005X;1377.844160
Unit #ZL001209T;5213.087100
Unit #ZL001133N;1722.757740
Unit #ZL000958N;6323.241890
Unit #ZL000314D;3041.421220
Unit #ZK001444K;6645.718200
Unit #ZJ000013U;4433.480100
Unit #ZI001301G;4078.554060
Unit #ZI000086P;6852.854300
Unit #ZH000466Z;1691.790630
Unit #ZF000718W;3523.293440
Unit #ZF000554P;7683.920770
Unit #ZF000532E;5015.846600
Unit #ZE001424V;6492.628800
Unit #ZE000363O;1074.146440
Unit #ZE000185V;3614.869930
Unit #ZD000547E;1488.869760
Unit #ZC000903L;6772.895800
Unit #ZC000078P;1167.268950
Unit #ZB000329P;1142.115680
Unit #ZA000615K;7100.907520
Unit #ZA000147T;1098.670640
Unit #ZA000066R;4610.022600
Unit #YZ001113P;4038.216580
Unit #YZ000914E;5203.839160
Unit #YZ000339J;2546.189340
Unit #YY001343V;1740.776760
Unit #YY000853D;4665.680180
Unit #YX001590I;1874.480080
Unit #YX000771I;6619.511500
Unit #YX000653W;6452.286190
Unit #YX000321I;7853.539680
Unit #YW001413Q;6779.395700
Unit #YV001313G;9199.537050
Unit #YU001422U;2913.959720
Unit #YU001358O;4475.406000
Unit #YU001296K;5752.428540
Unit #YT001183A;3830.751160
Unit #YS000591S;6725.211000
Unit #YR001269F;3629.413250
Unit #YR000568V;563.975100
Unit #YQ001197H;679.208600
Unit #YQ001129B;5515.500400
Unit #YO000328H;2249.008740
Unit #YN001633J;3780.474760
Unit #YN001560A;4982.398920
Unit #YN001449R;6153.910620
Unit #YN001127B;4298.865840
Unit #YN000951I;5885.264000
Unit #YM000639V;6075.721170
Unit #YM000131A;6332.962250
Unit #YL000795N;8483.481380
Unit #YL000580A;4690.140910
Unit #YL000115P;709.835240
Unit #YK001022R;6720.903970
Unit #YK000370C;4989.343320
Unit #YJ000671T;5985.108060
Unit #YH001498D;7734.583080
Unit #YH001048D;3422.286000
Unit #YH000870X;1154.886540
Unit #YG000096B;1196.583590
Unit #YE001550M;3559.605420
Unit #YE001366B;4556.485500
Unit #YD001150Z;1441.715850
Unit #YD000684W;6864.339740
Unit #YD000354U;4049.729640
Unit #YD000232B;1361.250000
Unit #YD000129N;5771.992380
Unit #YD000119T;8889.561120
Unit #YD000026G;5414.308450
Unit #YC001250S;6379.491920
Unit #YC001102E;4500.540000
Unit #YC000794K;3259.710550
Unit #YC000654L;4779.566400
Unit #YC000404Q;1655.904060
Unit #YB001370V;7207.742300
Unit #YB000688K;974.388920
Unit #YB000240T;4256.509500
Unit #YA000308T;1384.120040
Unit #YA000097N;1387.494360
Unit #YA000038W;6847.345810
Unit #YA000020Z;3183.711360
Unit #XZ001024G;2193.542640
Unit #XZ000083K;5614.580250
Unit #XY000238F;5524.604750
Unit #XX000024J;1573.573980
Unit #XW001591E;5760.862350
Unit #XW000848Y;2866.244200
Unit #XW000127V;2322.756480
Unit #XV001151O;1082.870880
Unit #XV000651V;4097.946720
Unit #XV000152R;3381.567000
Unit #XU000703F;2733.178000
Unit #XU000309H;4028.432070
Unit #XT000773O;7288.766160
Unit #XT000750J;4810.730370
Unit #XS000484P;6622.495250
Unit #XR001504C;4591.034470
Unit #XQ001082S;1353.651360
Unit #XQ000031W;3042.331460
Unit #XP001349L;5292.434000
Unit #XP001286V;2327.238260
Unit #XP001018B;6503.289760
Unit #XP000857I;8443.861330
Unit #XP000805F;1860.426090
Unit #XP000365S;1657.457830
Unit #XO001112Z;5816.015770
Unit #XO001061E;2808.970440
Unit #XO001034W;8656.794020
Unit #XO000198D;3471.246850
Unit #XN000596X;6067.363750
Unit #XN000505V;5526.019610
Unit #XM000941Z;7637.899720
Unit #XM000858U;2750.219250
Unit #XM000726D;7532.681850
Unit #XL000715D;5821.169670
Unit #XK001309X;4688.465600
Unit #XK001252J;9074.726360
Unit #XK000716L;4346.314290
Unit #XK000601L;2943.338060
Unit #XK000340Y;8771.321150
Unit #XK000205Z;10760.684320
Unit #XJ001472P;2629.612560
Unit #XJ000387Y;658.303450
Unit #XI000983W;5836.872200
Unit #XI000261A;6031.416160
Unit #XG001189K;5081.793710
Unit #XF001543C;745.819100
Unit #XF001132Q;3471.737550
Unit #XF000609Y;4777.348280
Unit #XE000945E;2638.851840
Unit #XE000636J;5080.736640
Unit #XE000509R;6155.292150
Unit #XD000682K;2061.625890
Unit #XC001470B;6097.764240
Unit #XC000879C;1056.384680
Unit #XC000288T;6716.075850
Unit #XC000053L;5046.065460
Unit #XB001120O;8104.896610
Unit #XA001510J;4094.316160
Unit #XA001327F;2035.169250
Unit #XA001231Z;3277.455840
Unit #WZ000064T;8812.922300
Unit #WY000069C;6464.664820
Unit #WX001357B;8386.342560
Unit #WX000048G;5130.444380
Unit #WW000579A;7430.040540
Unit #WU001320D;5592.769450
Unit #WT000711Z;557.966780
Unit #WS000090K;7710.952860
Unit #WR001374B;2641.055570
Unit #WR001222P;3808.673440
Unit #WQ001447G;2010.080700
Unit #WQ001214R;7364.236800
Unit #WQ001115S;7296.320800
Unit #WQ000798G;8437.544280
Unit #WQ000720D;3407.511160
Unit #WQ000415I;4121.297400
Unit #WP001389J;6535.253660
Unit #WO001141W;1408.271950
Unit #WO000592M;6905.218320
Unit #WO000400L;7028.342400
Unit #WO000168Q;5149.771920
Unit #WN000171F;1798.201980
Unit #WN000102W;7576.514100
Unit #WL001100D;6719.714610
Unit #WL000797Y;5939.937400
Unit #WI001009W;4770.248000
Unit #WI000896Q;8699.199300
Unit #WI000658N;5102.480720
Unit #WI000512F;690.384820
Unit #WH000691J;4286.680500
Unit #WH000294E;2321.802320
Unit #WG000818R;4381.441120
Unit #WF000819P;5113.012620
Unit #WF000378K;5776.013670
Unit #WF000318A;1250.187680
Unit #WE000148J;4441.193700
Unit #WD000507N;6444.535680
Unit #WD000384Y;5154.201020
Unit #WC001260N;3436.059720
Unit #WC000263H;4308.466080
Unit #WB000828X;7081.918640
Unit #WB000047G;1428.016590
Unit #WA001161E;10266.221920
Unit #WA000257L;2817.050370
Unit #WA000156E;5022.092880
Unit #VZ001083D;7483.195360
Unit #VZ000734Z;7137.975360
Unit #VX001461L;7546.532600
Unit #VX000724L;1732.334340
Unit #VX000126A;1248.030000
Unit #VW001483D;5983.248040
Unit #VW001367L;5141.452260
Unit #VW001074B;5683.704820
Unit #VV000120Q;5560.071000
Unit #VU001627S;1313.265550
Unit #VU000519M;7686.783300
Unit #VU000226V;2535.242710
Unit #VU000180F;1704.650050
Unit #VT001293P;6531.138620
Unit #VT001257W;7228.377080
Unit #VT000279X;5813.556540
Unit #VR000755A;7213.024200
Unit #VQ000826H;4635.173010
Unit #VQ000434B;1403.156450
Unit #VP000956T;7110.096120
Unit #VP000744X;1678.825130
Unit #VP000566S;2562.077700
Unit #VP000421V;9570.379650
Unit #VO001328W;6006.714560
Unit #VO001275B;8272.178000
Unit #VN001611T;6965.049220
